word,level
一度,第5級
一律,第5級
一心,第5級
一手,第5級
一旦,第5級
一早,第5級
一朝,第5級
一概,第5級
一流,第5級
一等,第5級
一統,第5級
一致,第5級
一舉,第5級
一貫,第5級
一路,第5級
一連,第5級
一隅,第5級
一體,第5級
一齊,第5級
三思,第5級
三言,第5級
上下,第5級
上乘,第5級
上任,第5級
上台,第5級
上司,第5級
上吊,第5級
上場,第5級
上天,第5級
上好,第5級
上尉,第5級
上市,第5級
上揚,第5級
上昇,第5級
上映,第5級
上書,第5級
上校,第5級
上流,第5級
上游,第5級
上演,第5級
上漲,第5級
上當,第5級
上癮,第5級
上策,第5級
上級,第5級
上臺,第5級
上蒼,第5級
上訴,第5級
上路,第5級
上述,第5級
上進,第5級
上鎖,第5級
上門,第5級
上陣,第5級
下人,第5級
下令,第5級
下凡,第5級
下列,第5級
下台,第5級
下嚥,第5級
下場,第5級
下屬,第5級
下巴,第5級
下廚,第5級
下手,第5級
下文,第5級
下榻,第5級
下毒,第5級
下沉,第5級
下流,第5級
下海,第5級
下游,第5級
下滑,第5級
下筆,第5級
下級,第5級
下肚,第5級
下落,第5級
下葬,第5級
下詔,第5級
下跌,第5級
下載,第5級
下達,第5級
下降,第5級
不住,第5級
不便,第5級
不公,第5級
不凡,第5級
不利,第5級
不及,第5級
不吝,第5級
不均,第5級
不堪,第5級
不外,第5級
不妥,第5級
不妨,第5級
不宜,第5級
不容,第5級
不屑,第5級
不已,第5級
不平,第5級
不復,第5級
不惜,第5級
不愧,第5級
不拘,第5級
不捨,第5級
不支,第5級
不敵,第5級
不料,第5級
不明,第5級
不時,第5級
不朽,第5級
不止,第5級
不法,第5級
不渝,第5級
不滿,第5級
不然,第5級
不由,第5級
不禁,第5級
不等,第5級
不絕,第5級
不羈,第5級
不肖,第5級
不致,第5級
不虞,第5級
不覺,第5級
不顧,第5級
不齒,第5級
世事,第5級
世人,第5級
世代,第5級
世俗,第5級
世家,第5級
世故,第5級
世襲,第5級
世道,第5級
世間,第5級
世面,第5級
丘陵,第5級
丟人,第5級
丟棄,第5級
丟臉,第5級
並肩,第5級
並行,第5級
並進,第5級
丫頭,第5級
中傷,第5級
中古,第5級
中和,第5級
中央,第5級
中庸,第5級
中性,第5級
中意,第5級
中指,第5級
中斷,第5級
中暑,第5級
中樞,第5級
中止,第5級
中毒,第5級
中獎,第5級
中用,第5級
中立,第5級
中等,第5級
中級,第5級
中肯,第5級
中興,第5級
中途,第5級
中醫,第5級
中風,第5級
串連,第5級
主修,第5級
主婦,第5級
主宰,第5級
主將,第5級
主導,第5級
主席,第5級
主廚,第5級
主張,第5級
主打,第5級
主持,第5級
主政,第5級
主旨,第5級
主流,第5級
主演,第5級
主編,第5級
主義,第5級
主見,第5級
主觀,第5級
主軸,第5級
主辦,第5級
主體,第5級
乃是,第5級
乃至,第5級
久留,第5級
久遠,第5級
之類,第5級
之餘,第5級
乍現,第5級
乏味,第5級
乖巧,第5級
乘勢,第5級
乘坐,第5級
乘機,第5級
乘涼,第5級
乘車,第5級
乞丐,第5級
乞求,第5級
乞討,第5級
乾坤,第5級
乾旱,第5級
乾枯,第5級
乾涸,第5級
乾燥,第5級
乾糧,第5級
乾脆,第5級
亂世,第5級
亂竄,第5級
了得,第5級
了然,第5級
了結,第5級
予以,第5級
事件,第5級
事例,第5級
事先,第5級
事務,第5級
事半,第5級
事宜,第5級
事態,第5級
事端,第5級
事變,第5級
事蹟,第5級
事項,第5級
互信,第5級
互助,第5級
互惠,第5級
互補,第5級
五官,第5級
五彩,第5級
五金,第5級
井水,第5級
些微,第5級
些許,第5級
亞軍,第5級
亡命,第5級
亡國,第5級
亡故,第5級
亢奮,第5級
交互,第5級
交付,第5級
交保,第5級
交加,第5級
交叉,第5級
交友,第5級
交往,第5級
交情,第5級
交戰,第5級
交接,第5級
交易,第5級
交替,第5級
交會,第5級
交涉,第5級
交界,第5級
交疊,第5級
交織,第5級
交融,第5級
交談,第5級
交配,第5級
交鋒,第5級
交錯,第5級
交際,第5級
交集,第5級
享有,第5級
享樂,第5級
享用,第5級
享福,第5級
京城,第5級
京師,第5級
亮光,第5級
亮相,第5級
亮眼,第5級
亮麗,第5級
人世,第5級
人事,第5級
人像,第5級
人命,第5級
人和,第5級
人品,第5級
人員,第5級
人士,第5級
人工,第5級
人影,第5級
人心,第5級
人性,第5級
人情,第5級
人手,第5級
人文,第5級
人本,第5級
人格,第5級
人權,第5級
人次,第5級
人氣,第5級
人潮,第5級
人為,第5級
人煙,第5級
人種,第5級
人稱,第5級
人緣,第5級
人群,第5級
人脈,第5級
人質,第5級
人跡,第5級
人身,第5級
人造,第5級
人道,第5級
人選,第5級
人間,第5級
人際,第5級
人面,第5級
人頭,第5級
人馬,第5級
人體,第5級
仁慈,第5級
仁義,第5級
仇恨,第5級
仇敵,第5級
仇視,第5級
介意,第5級
介於,第5級
介面,第5級
仍舊,第5級
仕途,第5級
他人,第5級
他鄉,第5級
仗義,第5級
付諸,第5級
仙境,第5級
仙女,第5級
代價,第5級
代勞,第5級
代替,第5級
代溝,第5級
代理,第5級
代課,第5級
以便,第5級
以免,第5級
以及,第5級
以往,第5級
以期,第5級
以至,第5級
以致,第5級
以防,第5級
仰仗,第5級
仰天,第5級
仰慕,第5級
仰望,第5級
仰賴,第5級
仰頭,第5級
仲介,第5級
任命,第5級
任性,第5級
任意,第5級
任教,第5級
任期,第5級
任用,第5級
任由,第5級
任職,第5級
份外,第5級
仿冒,第5級
仿效,第5級
仿照,第5級
企劃,第5級
企圖,第5級
企畫,第5級
企盼,第5級
伎倆,第5級
休假,第5級
休學,第5級
休想,第5級
休憩,第5級
休止,第5級
休養,第5級
伙伴,第5級
伙計,第5級
伙食,第5級
伯爵,第5級
估算,第5級
估計,第5級
估量,第5級
伴侶,第5級
伴奏,第5級
伴隨,第5級
伶俐,第5級
伸展,第5級
伸張,第5級
伸直,第5級
伺候,第5級
伺機,第5級
似乎,第5級
似的,第5級
但願,第5級
佇立,第5級
佈局,第5級
佈滿,第5級
佈置,第5級
位居,第5級
低下,第5級
低估,第5級
低劣,第5級
低垂,第5級
低廉,第5級
低沉,第5級
低潮,第5級
低級,第5級
低聲,第5級
低落,第5級
低調,第5級
低迷,第5級
低階,第5級
住宅,第5級
住家,第5級
住宿,第5級
住手,第5級
佐證,第5級
佔據,第5級
佔有,第5級
佔用,第5級
佔領,第5級
何以,第5級
何其,第5級
何嘗,第5級
何妨,第5級
何必,第5級
何故,第5級
何況,第5級
何等,第5級
何苦,第5級
何謂,第5級
佛家,第5級
佛法,第5級
佛經,第5級
佛門,第5級
作主,第5級
作亂,第5級
作伴,第5級
作勢,第5級
作嘔,第5級
作客,第5級
作對,第5級
作弊,第5級
作怪,第5級
作息,第5級
作戰,第5級
作樂,第5級
作為,第5級
作物,第5級
作用,第5級
作畫,第5級
作祟,第5級
作答,第5級
作罷,第5級
作詩,第5級
作證,第5級
作風,第5級
佩帶,第5級
佩服,第5級
佯裝,第5級
佳人,第5級
佳作,第5級
佳節,第5級
佳話,第5級
佳餚,第5級
併吞,第5級
使力,第5級
使勁,第5級
使命,第5級
使喚,第5級
使得,第5級
使節,第5級
使者,第5級
使臣,第5級
侄兒,第5級
侄子,第5級
來往,第5級
來意,第5級
來日,第5級
來歷,第5級
來臨,第5級
來賓,第5級
來電,第5級
例行,第5級
例證,第5級
侍候,第5級
侍奉,第5級
侍從,第5級
侍衛,第5級
供奉,第5級
供應,第5級
供給,第5級
供養,第5級
依偎,第5級
依存,第5級
依序,第5級
依循,第5級
依戀,第5級
依據,第5級
依樣,第5級
依次,第5級
依然,第5級
依照,第5級
依稀,第5級
依舊,第5級
依賴,第5級
依附,第5級
依靠,第5級
侮辱,第5級
侵入,第5級
侵害,第5級
侵擾,第5級
侵犯,第5級
侵略,第5級
侵蝕,第5級
侵襲,第5級
侷促,第5級
侷限,第5級
便於,第5級
便條,第5級
促使,第5級
促成,第5級
促進,第5級
促銷,第5級
俊俏,第5級
俊美,第5級
俏皮,第5級
俏麗,第5級
俗氣,第5級
俗稱,第5級
俗話,第5級
俗語,第5級
俘虜,第5級
保佑,第5級
保健,第5級
保全,第5級
保姆,第5級
保存,第5級
保守,第5級
保密,第5級
保暖,第5級
保留,第5級
保管,第5級
保育,第5級
保衛,第5級
保重,第5級
保障,第5級
保險,第5級
保養,第5級
信仰,第5級
信函,第5級
信奉,第5級
信守,第5級
信徒,第5級
信念,第5級
信息,第5級
信服,第5級
信步,第5級
信用,第5級
信號,第5級
信譽,第5級
信賴,第5級
修剪,第5級
修建,第5級
修復,第5級
修改,第5級
修整,第5級
修正,第5級
修煉,第5級
修築,第5級
修練,第5級
修習,第5級
修行,第5級
修補,第5級
修訂,第5級
修長,第5級
修飾,第5級
修養,第5級
俯瞰,第5級
俯視,第5級
俯身,第5級
俯首,第5級
俸祿,第5級
倉促,第5級
倉庫,第5級
倉皇,第5級
個中,第5級
個別,第5級
個案,第5級
個頭,第5級
個體,第5級
倍增,第5級
倒塌,第5級
倒影,第5級
倒數,第5級
倒流,第5級
倒轉,第5級
倒退,第5級
倒閉,第5級
倔強,第5級
倖免,第5級
倘若,第5級
候補,第5級
倚賴,第5級
倚重,第5級
倚靠,第5級
借助,第5級
借宿,第5級
借用,第5級
借貸,第5級
借重,第5級
借鏡,第5級
倡導,第5級
倦怠,第5級
倫理,第5級
值班,第5級
值錢,第5級
假使,第5級
假借,第5級
假冒,第5級
假名,第5級
假定,第5級
假想,第5級
假意,第5級
假扮,第5級
假說,第5級
假象,第5級
偉人,第5級
偌大,第5級
偏偏,第5級
偏僻,第5級
偏向,第5級
偏執,第5級
偏好,第5級
偏差,第5級
偏愛,第5級
偏激,第5級
偏袒,第5級
偏見,第5級
偏遠,第5級
偏重,第5級
偏離,第5級
偏頗,第5級
做主,第5級
做人,第5級
做伴,第5級
做作,第5級
做官,第5級
做客,第5級
做工,第5級
做答,第5級
做證,第5級
停放,第5級
停歇,第5級
停泊,第5級
停滯,第5級
停留,第5級
停頓,第5級
健全,第5級
健在,第5級
健壯,第5級
健將,第5級
健忘,第5級
健行,第5級
健身,第5級
側目,第5級
側身,第5級
側門,第5級
偵察,第5級
偵探,第5級
偵查,第5級
偵辦,第5級
偶像,第5級
偶數,第5級
偶然,第5級
偶發,第5級
偷偷,第5級
偷懶,第5級
偷看,第5級
偷窺,第5級
偷竊,第5級
偷聽,第5級
偷襲,第5級
偽善,第5級
偽裝,第5級
偽造,第5級
傀儡,第5級
傍晚,第5級
傑出,第5級
備受,第5級
備感,第5級
備用,第5級
傢伙,第5級
催促,第5級
催眠,第5級
傭人,第5級
傲慢,第5級
傳世,第5級
傳人,第5級
傳令,第5級
傳喚,第5級
傳奇,第5級
傳導,第5級
傳承,第5級
傳授,第5級
傳播,第5級
傳教,第5級
傳染,第5級
傳神,第5級
傳聞,第5級
傳言,第5級
傳記,第5級
傳輸,第5級
傳送,第5級
傳達,第5級
傳遞,第5級
債券,第5級
債務,第5級
傷亡,第5級
傷勢,第5級
傷口,第5級
傷感,第5級
傷疤,第5級
傷痕,第5級
傷痛,第5級
傻事,第5級
傻瓜,第5級
傻笑,第5級
傾倒,第5級
傾吐,第5級
傾向,第5級
傾心,第5級
傾斜,第5級
傾注,第5級
傾聽,第5級
傾訴,第5級
傾身,第5級
傾軋,第5級
僅僅,第5級
僅有,第5級
像樣,第5級
僕人,第5級
僥倖,第5級
僧侶,第5級
僱主,第5級
僱用,第5級
僵局,第5級
僵硬,第5級
價位,第5級
僻靜,第5級
儀器,第5級
儀容,第5級
儀式,第5級
儀態,第5級
儀表,第5級
儉樸,第5級
儘快,第5級
儘管,第5級
儘量,第5級
償還,第5級
優先,第5級
優劣,第5級
優勢,第5級
優厚,第5級
優待,第5級
優惠,第5級
優渥,第5級
優異,第5級
優秀,第5級
優美,第5級
優良,第5級
優越,第5級
優雅,第5級
儲備,第5級
儲存,第5級
儲蓄,第5級
儼然,第5級
兀自,第5級
允許,第5級
允諾,第5級
元帥,第5級
元朝,第5級
元氣,第5級
元素,第5級
元老,第5級
元首,第5級
兄長,第5級
充份,第5級
充分,第5級
充實,第5級
充斥,第5級
充沛,第5級
充當,第5級
充裕,第5級
充足,第5級
充飢,第5級
兆頭,第5級
兇惡,第5級
兇手,第5級
兇狠,第5級
兇猛,第5級
先人,第5級
先例,第5級
先前,第5級
先天,第5級
先後,第5級
先機,第5級
先行,第5級
先進,第5級
先鋒,第5級
先驅,第5級
光亮,第5級
光彩,第5級
光影,第5級
光復,第5級
光明,第5級
光景,第5級
光榮,第5級
光滑,第5級
光澤,第5級
光環,第5級
光碟,第5級
光臨,第5級
光芒,第5級
光譜,第5級
光輝,第5級
光采,第5級
光陰,第5級
光頭,第5級
光顧,第5級
光鮮,第5級
克制,第5級
克敵,第5級
克服,第5級
兌現,第5級
免得,第5級
免於,第5級
免疫,第5級
免職,第5級
免除,第5級
兒女,第5級
兒戲,第5級
兒時,第5級
兜售,第5級
兜風,第5級
入伍,第5級
入侵,第5級
入圍,第5級
入學,第5級
入微,第5級
入手,第5級
入獄,第5級
入睡,第5級
入超,第5級
入迷,第5級
入門,第5級
入關,第5級
內亂,第5級
內人,第5級
內側,第5級
內在,第5級
內外,第5級
內幕,第5級
內建,第5級
內情,第5級
內戰,第5級
內政,第5級
內斂,第5級
內涵,第5級
內省,第5級
內臟,第5級
內行,第5級
內閣,第5級
內陸,第5級
全權,第5級
全然,第5級
全盛,第5級
全盤,第5級
全職,第5級
全貌,第5級
全集,第5級
全面,第5級
全體,第5級
兩極,第5級
兩語,第5級
兩難,第5級
兩頰,第5級
八卦,第5級
八字,第5級
八成,第5級
公主,第5級
公事,第5級
公佈,第5級
公允,第5級
公克,第5級
公公,第5級
公務,第5級
公升,第5級
公告,第5級
公子,第5級
公家,第5級
公布,第5級
公式,第5級
公投,第5級
公文,第5級
公正,第5級
公民,第5級
公然,第5級
公爵,第5級
公益,第5級
公眾,第5級
公立,第5級
公約,第5級
公義,第5級
公認,第5級
公道,第5級
公關,第5級
公頃,第5級
共事,第5級
共享,第5級
共和,第5級
共存,第5級
共產,第5級
共識,第5級
共通,第5級
共鳴,第5級
兵器,第5級
兵馬,第5級
其後,第5級
其次,第5級
其間,第5級
其餘,第5級
具備,第5級
具有,第5級
典故,第5級
典範,第5級
典籍,第5級
兼任,第5級
兼備,第5級
兼具,第5級
兼差,第5級
兼程,第5級
兼職,第5級
兼顧,第5級
冊子,第5級
再度,第5級
再生,第5級
再者,第5級
冒充,第5級
冒昧,第5級
冒煙,第5級
冒犯,第5級
冒險,第5級
冗長,第5級
冠軍,第5級
冤家,第5級
冤屈,第5級
冤枉,第5級
冥想,第5級
冰冷,第5級
冰凍,第5級
冷凍,第5級
冷卻,第5級
冷戰,第5級
冷汗,第5級
冷淡,第5級
冷清,第5級
冷漠,第5級
冷落,第5級
冷酷,第5級
准許,第5級
凋零,第5級
凌亂,第5級
凌晨,第5級
凌辱,第5級
凌駕,第5級
凍結,第5級
凜然,第5級
凝固,第5級
凝望,第5級
凝神,第5級
凝結,第5級
凝聚,第5級
凝重,第5級
凡事,第5級
凡是,第5級
凳子,第5級
凶惡,第5級
凶手,第5級
凶狠,第5級
凶猛,第5級
凸顯,第5級
出事,第5級
出任,第5級
出使,第5級
出入,第5級
出兵,第5級
出動,第5級
出名,第5級
出售,第5級
出土,第5級
出場,第5級
出境,第5級
出外,第5級
出奇,第5級
出嫁,第5級
出家,第5級
出差,第5級
出師,第5級
出席,第5級
出庭,第5級
出征,第5級
出息,第5級
出戰,第5級
出手,第5級
出擊,第5級
出於,第5級
出氣,第5級
出汗,第5級
出沒,第5級
出海,第5級
出爐,第5級
出獄,第5級
出眾,第5級
出示,第5級
出神,第5級
出籠,第5級
出聲,第5級
出自,第5級
出色,第5級
出血,第5級
出賣,第5級
出走,第5級
出超,第5級
出路,第5級
出身,第5級
出軌,第5級
出遊,第5級
出道,第5級
出醜,第5級
出關,第5級
出面,第5級
出頭,第5級
出馬,第5級
刀刃,第5級
刁難,第5級
分佈,第5級
分割,第5級
分外,第5級
分子,第5級
分寸,第5級
分居,第5級
分工,第5級
分布,第5級
分心,第5級
分擔,第5級
分攤,第5級
分支,第5級
分散,第5級
分明,第5級
分析,第5級
分校,第5級
分歧,第5級
分段,第5級
分泌,第5級
分派,第5級
分發,第5級
分裂,第5級
分解,第5級
分身,第5級
分辨,第5級
分配,第5級
分門,第5級
分際,第5級
分離,第5級
分頭,第5級
分類,第5級
切割,第5級
切勿,第5級
切合,第5級
切實,第5級
切忌,第5級
切斷,第5級
切片,第5級
切磋,第5級
切記,第5級
切身,第5級
切除,第5級
刊登,第5級
刊載,第5級
刑事,第5級
刑法,第5級
刑罰,第5級
划算,第5級
列強,第5級
列舉,第5級
列車,第5級
列隊,第5級
初步,第5級
初級,第5級
初衷,第5級
判定,第5級
判斷,第5級
判決,第5級
判處,第5級
別墅,第5級
別類,第5級
利他,第5級
利刃,第5級
利器,第5級
利害,第5級
利己,第5級
利弊,第5級
利息,第5級
利潤,第5級
利益,第5級
利誘,第5級
刪除,第5級
到手,第5級
制定,第5級
制服,第5級
制止,第5級
制約,第5級
制衡,第5級
制裁,第5級
制訂,第5級
刺探,第5級
刺殺,第5級
刺痛,第5級
刺眼,第5級
刺穿,第5級
刺繡,第5級
刺耳,第5級
刺骨,第5級
刺鼻,第5級
刻劃,第5級
刻意,第5級
刻板,第5級
刻苦,第5級
刻薄,第5級
削弱,第5級
削減,第5級
前世,第5級
前人,第5級
前傾,第5級
前夕,第5級
前座,第5級
前往,第5級
前後,第5級
前提,第5級
前景,第5級
前瞻,第5級
前科,第5級
前程,第5級
前線,第5級
前者,第5級
前衛,第5級
前言,第5級
前身,第5級
前輩,第5級
前述,第5級
前途,第5級
前額,第5級
剔除,第5級
剖析,第5級
剖開,第5級
剛強,第5級
剛毅,第5級
剝削,第5級
剝奪,第5級
剝皮,第5級
剩餘,第5級
剪報,第5級
剪接,第5級
剪裁,第5級
副本,第5級
割捨,第5級
割據,第5級
割草,第5級
創作,第5級
創傷,第5級
創始,第5級
創建,第5級
創業,第5級
創立,第5級
創舉,第5級
創見,第5級
創辦,第5級
剷除,第5級
劃分,第5級
劇場,第5級
劇情,第5級
劇本,第5級
劇院,第5級
劈頭,第5級
力圖,第5級
力求,第5級
力行,第5級
力道,第5級
力量,第5級
功倍,第5級
功利,第5級
功勞,第5級
功勳,第5級
功名,第5級
功德,第5級
功成,第5級
功效,第5級
功用,第5級
功績,第5級
功臣,第5級
加以,第5級
加倍,第5級
加害,第5級
加工,第5級
加深,第5級
加碼,第5級
加緊,第5級
加薪,第5級
加速,第5級
加重,第5級
劣勢,第5級
助人,第5級
助手,第5級
助教,第5級
助理,第5級
助益,第5級
助長,第5級
勇士,第5級
勇往,第5級
勇於,第5級
勇猛,第5級
勉力,第5級
勉勵,第5級
勉強,第5級
勒令,第5級
勒索,第5級
動亂,第5級
動人,第5級
動力,第5級
動向,第5級
動員,第5級
動容,第5級
動工,第5級
動彈,第5級
動怒,第5級
動態,第5級
動手,第5級
動搖,第5級
動機,第5級
動用,第5級
動畫,第5級
動盪,第5級
動筆,第5級
動線,第5級
動聽,第5級
動能,第5級
動脈,第5級
動身,第5級
動輒,第5級
動靜,第5級
務實,第5級
務必,第5級
務業,第5級
勝仗,第5級
勝任,第5級
勝出,第5級
勝地,第5級
勝算,第5級
勝負,第5級
勝過,第5級
勞動,第5級
勞工,第5級
勞累,第5級
勞苦,第5級
募款,第5級
募集,第5級
勢利,第5級
勢力,第5級
勢必,第5級
勤儉,第5級
勤勉,第5級
勤勞,第5級
勤奮,第5級
勤快,第5級
勤於,第5級
勳章,第5級
勵志,第5級
勸告,第5級
勸導,第5級
勸說,第5級
勸阻,第5級
勻稱,第5級
勾勒,第5級
勾引,第5級
勾當,第5級
勾結,第5級
包圍,第5級
包容,第5級
包涵,第5級
包管,第5級
包紮,第5級
包袱,第5級
包裝,第5級
包覆,第5級
匆促,第5級
匆匆,第5級
匆忙,第5級
化作,第5級
化做,第5級
化學,第5級
化解,第5級
化身,第5級
北極,第5級
匯款,第5級
匯票,第5級
匯集,第5級
匱乏,第5級
匹敵,第5級
匹配,第5級
匿名,第5級
區分,第5級
區別,第5級
區區,第5級
區隔,第5級
十足,第5級
千古,第5級
千金,第5級
升值,第5級
升天,第5級
升學,第5級
升官,第5級
升遷,第5級
升降,第5級
升高,第5級
午夜,第5級
半島,第5級
半晌,第5級
半路,第5級
半途,第5級
卑劣,第5級
卑微,第5級
卑賤,第5級
卑鄙,第5級
卓著,第5級
卓越,第5級
協力,第5級
協商,第5級
協定,第5級
協會,第5級
協調,第5級
協議,第5級
協辦,第5級
南極,第5級
南瓜,第5級
博取,第5級
博學,第5級
博愛,第5級
占據,第5級
占有,第5級
占領,第5級
卯足,第5級
印刷,第5級
印章,第5級
印行,第5級
印製,第5級
印記,第5級
印證,第5級
危及,第5級
危害,第5級
危急,第5級
危難,第5級
即位,第5級
即便,第5級
即刻,第5級
即可,第5級
即將,第5級
即時,第5級
即興,第5級
卸任,第5級
卻步,第5級
厄運,第5級
厚實,第5級
厚道,第5級
厚顏,第5級
原先,第5級
原創,第5級
原告,第5級
原地,第5級
原型,第5級
原始,第5級
原委,第5級
原形,第5級
原文,第5級
原料,第5級
原有,第5級
原狀,第5級
原理,第5級
原生,第5級
原稿,第5級
原著,第5級
原貌,第5級
原野,第5級
厭倦,第5級
厭惡,第5級
厭煩,第5級
厲聲,第5級
去世,第5級
去向,第5級
去路,第5級
去除,第5級
參天,第5級
參拜,第5級
參照,第5級
參與,第5級
參訪,第5級
參閱,第5級
及早,第5級
及時,第5級
友人,第5級
友善,第5級
友好,第5級
友情,第5級
友愛,第5級
友誼,第5級
反倒,第5級
反動,第5級
反叛,第5級
反問,第5級
反射,第5級
反常,第5級
反彈,第5級
反思,第5級
反悔,第5級
反感,第5級
反抗,第5級
反撲,第5級
反擊,第5級
反攻,第5級
反映,第5級
反省,第5級
反而,第5級
反胃,第5級
反覆,第5級
反觀,第5級
反面,第5級
反駁,第5級
取代,第5級
取勝,第5級
取名,第5級
取向,第5級
取得,第5級
取悅,第5級
取捨,第5級
取暖,第5級
取樣,第5級
取決,第5級
取消,第5級
取笑,第5級
取締,第5級
取自,第5級
受創,第5級
受害,第5級
受挫,第5級
受損,第5級
受教,第5級
受用,第5級
受益,第5級
受罪,第5級
受罰,第5級
受苦,第5級
受訓,第5級
受辱,第5級
受阻,第5級
受限,第5級
受雇,第5級
受難,第5級
受驚,第5級
叛亂,第5級
叛變,第5級
叛逆,第5級
叢書,第5級
叢林,第5級
叢生,第5級
口吻,第5級
口哨,第5級
口徑,第5級
口才,第5級
口氣,第5級
口碑,第5級
口紅,第5級
口腔,第5級
口舌,第5級
口號,第5級
口角,第5級
口語,第5級
口述,第5級
口頭,第5級
口齒,第5級
古人,第5級
古典,第5級
古怪,第5級
古籍,第5級
古老,第5級
古董,第5級
古跡,第5級
古蹟,第5級
句點,第5級
另行,第5級
另類,第5級
叫喊,第5級
叫喚,第5級
叫囂,第5級
叫好,第5級
叫座,第5級
召來,第5級
召喚,第5級
召回,第5級
召見,第5級
召開,第5級
召集,第5級
叮嚀,第5級
叮囑,第5級
可信,第5級
可取,第5級
可口,第5級
可恥,第5級
可悲,第5級
可惡,第5級
可望,第5級
可疑,第5級
可行,第5級
可見,第5級
可觀,第5級
可謂,第5級
可貴,第5級
台詞,第5級
台階,第5級
史實,第5級
史料,第5級
右臂,第5級
司令,第5級
司法,第5級
吃力,第5級
吃緊,第5級
吃苦,第5級
吃虧,第5級
吃香,第5級
吃驚,第5級
吆喝,第5級
合乎,第5級
合併,第5級
合力,第5級
合十,第5級
合唱,第5級
合成,第5級
合格,第5級
合法,第5級
合算,第5級
合計,第5級
合身,第5級
吉利,第5級
同仁,第5級
同伴,第5級
同僚,第5級
同儕,第5級
同化,第5級
同好,第5級
同居,第5級
同年,第5級
同心,第5級
同志,第5級
同性,第5級
同業,第5級
同步,第5級
同理,第5級
同盟,第5級
同等,第5級
同胞,第5級
同行,第5級
同鄉,第5級
名下,第5級
名人,第5級
名作,第5級
名利,第5級
名勝,第5級
名單,第5級
名堂,第5級
名士,第5級
名家,第5級
名就,第5級
名望,第5級
名次,第5級
名氣,第5級
名流,第5級
名目,第5級
名義,第5級
名聲,第5級
名著,第5級
名號,第5級
名言,第5級
名譽,第5級
名貴,第5級
名門,第5級
名額,第5級
吐露,第5級
向來,第5級
君主,第5級
君子,第5級
吝嗇,第5級
吞噬,第5級
吞嚥,第5級
吞沒,第5級
吟唱,第5級
吟詩,第5級
否定,第5級
否決,第5級
否認,第5級
吩咐,第5級
含意,第5級
含淚,第5級
含笑,第5級
含糊,第5級
含義,第5級
含蓄,第5級
吭聲,第5級
吵鬧,第5級
吶喊,第5級
吸取,第5級
吸吮,第5級
吸毒,第5級
吸納,第5級
吸食,第5級
吹噓,第5級
吹奏,第5級
吹捧,第5級
吹牛,第5級
吻合,第5級
吼叫,第5級
吼聲,第5級
呆板,第5級
呆滯,第5級
呈報,第5級
呈現,第5級
告密,第5級
告狀,第5級
告發,第5級
告白,第5級
告知,第5級
告示,第5級
告終,第5級
告誡,第5級
告辭,第5級
告退,第5級
周全,第5級
周刊,第5級
周到,第5級
周密,第5級
周延,第5級
周旋,第5級
周朝,第5級
周詳,第5級
周轉,第5級
周遭,第5級
味精,第5級
味覺,第5級
呵護,第5級
呻吟,第5級
呼喊,第5級
呼喚,第5級
呼嘯,第5級
呼應,第5級
呼救,第5級
呼籲,第5級
命名,第5級
命案,第5級
命脈,第5級
命題,第5級
咀嚼,第5級
咆哮,第5級
咋舌,第5級
和善,第5級
和好,第5級
和尚,第5級
和樂,第5級
和氣,第5級
和睦,第5級
和緩,第5級
和解,第5級
和諧,第5級
咒罵,第5級
咒語,第5級
咧嘴,第5級
咬牙,第5級
咽喉,第5級
哀傷,第5級
哀嚎,第5級
哀怨,第5級
哀悼,第5級
哀愁,第5級
哀求,第5級
哀痛,第5級
哀號,第5級
品味,第5級
品嘗,第5級
品嚐,第5級
品德,第5級
品格,第5級
品種,第5級
品行,第5級
哄騙,第5級
哆嗦,第5級
哭泣,第5級
哲人,第5級
哲理,第5級
哽咽,第5級
唇舌,第5級
唯一,第5級
唯恐,第5級
唯有,第5級
唯獨,第5級
唾棄,第5級
唾沫,第5級
商務,第5級
商場,第5級
商家,第5級
商朝,第5級
商榷,第5級
商標,第5級
商機,第5級
商談,第5級
商議,第5級
問世,第5級
問候,第5級
問卷,第5級
問罪,第5級
啜泣,第5級
啞巴,第5級
啟事,第5級
啟動,第5級
啟用,第5級
啟發,第5級
啟示,第5級
啟程,第5級
啟蒙,第5級
啟迪,第5級
啟齒,第5級
喃喃,第5級
善事,第5級
善後,第5級
善惡,第5級
善意,第5級
善於,第5級
善良,第5級
喇叭,第5級
喉頭,第5級
喊話,第5級
喘息,第5級
喘氣,第5級
喚起,第5級
喚醒,第5級
喜劇,第5級
喜好,第5級
喜悅,第5級
喜樂,第5級
喜訊,第5級
喝采,第5級
喧嘩,第5級
喧囂,第5級
喧鬧,第5級
喪事,第5級
喪命,第5級
喪失,第5級
喪氣,第5級
喪生,第5級
喪禮,第5級
單一,第5級
單位,第5級
單價,第5級
單元,第5級
單向,第5級
單單,第5級
單據,第5級
單獨,第5級
單薄,第5級
單調,第5級
單身,第5級
單車,第5級
嗅覺,第5級
嗓子,第5級
嗓門,第5級
嗓音,第5級
嗚呼,第5級
嗜好,第5級
嘀咕,第5級
嘆息,第5級
嘆氣,第5級
嘈雜,第5級
嘉許,第5級
嘔吐,第5級
嘟噥,第5級
嘟囔,第5級
嘲弄,第5級
嘲笑,第5級
嘲諷,第5級
嘴唇,第5級
